GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS530109448	2017-09-04 12:14:38	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	09:41:00	obsr605182	S38995929	Traveling	P22	EBIRD_CAMERICA	93	1.800		9	1	G2613988	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS534941936	2017-09-22 15:32:01	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]	L3487756	H	14.5708326	-88.6370087	2017-09-03	06:10:00	obsr665737	S39333239	Traveling	P22	EBIRD	334	3.219		7	1	G2648413	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS532394313	2017-11-23 11:42:45	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							El Refugio, sitio de Codorniz Pintada	L4553751	H	14.5550230	-88.6051260	2017-09-03	06:15:00	obsr460573	S39151797	Traveling	P22	EBIRD	247	6.400		6	1	G2631588	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529841255	2017-11-23 11:42:45	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							El Refugio, sitio de Codorniz Pintada	L4553751	H	14.5550230	-88.6051260	2017-09-03	06:15:00	obsr554856	S38976739	Traveling	P22	EBIRD	247	6.400		6	1	G2631588	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530109445	2017-09-04 12:14:34	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:21:00	obsr605182	S38995928	Traveling	P22	EBIRD_CAMERICA	200	1.600		9	1	G2613986	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS532035950	2017-09-11 11:00:32	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	09:41:00	obsr824148	S39126138	Traveling	P22	EBIRD_CAMERICA	93	1.800		9	1	G2613988	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529562093	2017-09-02 21:31:42	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:21:00	obsr143555	S38958009	Traveling	P22	EBIRD_CAMERICA	200	1.600		9	1	G2613986	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS543385989	2017-10-21 19:05:56	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]	L3487756	H	14.5708326	-88.6370087	2017-09-03	06:10:00	obsr294628	S40053187	Traveling	P22	EBIRD	334	3.219		7	1	G2648413	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS543384655	2017-10-21 19:01:43	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]	L3487756	H	14.5708326	-88.6370087	2017-09-03	06:10:00	obsr604856	S40053111	Traveling	P22	EBIRD	334	3.219		7	1	G2648413	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS532035806	2017-09-11 11:00:08	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:21:00	obsr824148	S39126127	Traveling	P22	EBIRD_CAMERICA	200	1.600		9	1	G2613986	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS536597961	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona Nucleo/Bosque pino (1800-2100 msnm)	L2055734	H	14.5551733	-88.6606979	2017-09-28	10:30:00	obsr917950	S39442930	Incidental	P20	EBIRD				4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529586245	2017-09-02 22:13:30	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	09:41:00	obsr143555	S38959432	Traveling	P22	EBIRD_CAMERICA	93	1.800		9	1	G2613988	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530363817	2017-09-05 10:28:06	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-03	06:51:00	obsr605331	S39014081	Traveling	P22	EBIRD	120	2.253		6	1	G2616242	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530274315	2017-09-04 21:09:22	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-03	06:51:00	obsr604856	S39007348	Traveling	P22	EBIRD	120	2.253		6	1	G2616242	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529683045	2017-09-02 21:27:00	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	09:41:00	obsr604856	S38965870	Traveling	P22	EBIRD_CAMERICA	93	1.800		9	1	G2613988	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530005577	2017-09-03 23:48:17	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-03	06:51:00	obsr495593	S38988714	Traveling	P22	EBIRD	120	2.253		6	1	G2616242	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529855851	2017-09-22 15:32:01	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Agua Tibia brecha corta fuego y sendero [Zona Amortiguamiento, 1200-1600 masl]	L3487756	H	14.5708326	-88.6370087	2017-09-03	06:10:00	obsr334421	S38977742	Traveling	P22	EBIRD	334	3.219		7	1	G2648413	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530317688	2018-01-13 22:05:43	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							RB Volcán Pacayita--Zona núcleo sector Agua Fría	L6244378	H	14.3353787	-88.7841174	2017-09-04	11:12:00	obsr247263	S39010663	Traveling	P22	EBIRD_CAMERICA	106	0.650		4	1	G2863550	0	1	0		Tracking gave 1.4 km, I halved that to account for backtracking. By foot, moving west from parking spot on road at 14.335, -88.784.		
URN:CornellLabOfOrnithology:EBIRD:OBS567166619	2018-01-13 22:03:30	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:21:00	obsr546395	S41886297	Traveling	P22	EBIRD_CAMERICA	200	1.600		9	1	G2613986	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529853517	2017-09-03 23:47:52	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-03	06:51:00	obsr942440	S38977553	Traveling	P22	EBIRD	120	2.253		6	1	G2616242	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS567167288	2018-01-13 22:05:54	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	09:41:00	obsr546395	S41886360	Traveling	P22	EBIRD_CAMERICA	93	1.800		9	1	G2613988	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529683036	2017-09-02 21:31:42	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:21:00	obsr604856	S38965868	Traveling	P22	EBIRD_CAMERICA	200	1.600		9	1	G2613986	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530056816	2017-09-04 09:31:16	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				5					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-03	06:51:00	obsr272124	S38992497	Traveling	P22	EBIRD	120	2.253		6	1	G2616242	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS529574448	2019-10-25 22:27:03	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				3					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	06:00:00	obsr918292	S38958735	Traveling	P22	EBIRD	300	2.200		9	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS536688105	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Zona Nucleo/Bosque pino (1800-2100 msnm)	L2055734	H	14.5551733	-88.6606979	2017-09-28	11:05:00	obsr918292	S39449109	Incidental	P20	EBIRD				4	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS530257532	2017-09-04 20:03:34	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-09-02	09:41:00	obsr688981	S39006071	Traveling	P22	EBIRD_CAMERICA	93	1.800		9	1	G2613988	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539456855	2017-10-09 23:48:08	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-10-08	14:20:00	obsr824148	S39694139	Traveling	P22	EBIRD	181	4.000		2	1	G2673507	0	1	0		Descenso de la montaña.		
URN:CornellLabOfOrnithology:EBIRD:OBS539452493	2018-05-28 07:00:35	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-10-08	08:47:00	obsr824148	S39693159	Traveling	P22	EBIRD	332	4.000		2	1	G2673486	0	1	0		Subiendo el P.N. Celaque por el Sendero El Gallo.		
URN:CornellLabOfOrnithology:EBIRD:OBS539453123	2017-10-10 00:01:41	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-10-08	08:47:00	obsr398519	S39693191	Traveling	P22	EBIRD	332	4.000		2	1	G2673486	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539457232	2017-10-09 23:48:07	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2017-10-08	14:20:00	obsr398519	S39694165	Traveling	P22	EBIRD	181	4.000		2	1	G2673507	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS556177858	2022-03-06 12:56:04.48004	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2017-12-10	07:00:00	obsr952463	S41020416	Traveling	P22	EBIRD	270	3.000		4	1	G2779770	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS562318642	2022-03-06 12:56:04.48004	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2017-12-10	07:00:00	obsr952404	S41481950	Traveling	P22	EBIRD	270	3.000		4	1	G2779770	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS682476734	2022-03-06 12:56:04.48004	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2017-12-10	07:00:00	obsr1199025	S50400945	Traveling	P22	EBIRD	270	3.000		4	1	G2779770	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS556208633	2022-03-06 12:56:04.48004	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2017-12-10	07:00:00	obsr941052	S41022369	Traveling	P22	EBIRD	270	3.000		4	1	G2779770	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS559105811	2022-03-01 14:47:13.849042	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2017-12-21	05:51:00	obsr398519	S41231055	Traveling	P22	EBIRD	268	1.609		7	1	G2801930	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS556154021	2022-03-06 12:56:04.48004	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							RVS Puca--Sector San José de Puca	L3670010	H	14.7165916	-88.5642813	2017-12-10	07:00:00	obsr824148	S41018614	Traveling	P22	EBIRD	270	3.000		4	1	G2779770	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS559190023	2022-03-01 14:46:55.083734	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2017-12-21	05:51:00	obsr605331	S41237497	Traveling	P22	EBIRD	268	1.609		7	1	G2801930	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS914472803	2020-05-07 16:17:44	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							Sendero Centro de Visitantes	L11357450	P	14.5609722	-88.6473611	2018-01-27	07:37:00	obsr1334461	S68560394	Traveling	P22	EBIRD	260	1.000		2	1		0	1	0		Monitoreo no reproductivo de Setophaga chrysoparia en Centroamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS914406336	2023-05-18 11:52:48.985326	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Villa Verde	L11357057	P	14.5609444	-88.6300556	2018-01-26	07:26:00	obsr1334461	S68556012	Traveling	P22	EBIRD	190	1.000		2	1		0	1	0		Monitoreo no reproductivo de Setophaga chrysoparia en Centroamérica		
URN:CornellLabOfOrnithology:EBIRD:OBS582826457	2018-02-27 13:55:16	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							(14.533, -88.624)	L6995967	P	14.5325431	-88.6240482	2018-02-27	10:24:00	obsr605331	S43238878	Traveling	P22	EBIRD	122	2.810		1	1		0	1	0		Con Neftalí cruz en la demarcación de la zona de amortiguamiento de celaque		
URN:CornellLabOfOrnithology:EBIRD:OBS604563147	2023-05-18 11:53:34.366645	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				X					Honduras	HN	Lempira	HN-LE							Arriba De Naranjito San Manuel, Departamento de Lempira, HN (14.483, -88.663)	L7273378	P	14.4832752	-88.6629808	2018-04-23	10:00:00	obsr952229	S44883537	Incidental	P20	EBIRD				3	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS595619943	2018-04-04 16:54:58	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2018-04-03	08:01:00	obsr605331	S44251393	Traveling	P22	EBIRD	121	3.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS670906022	2018-10-27 21:45:25	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque (area protegida entera--favor considerar otros sitios más especificos)	L3319390	H	14.5397206	-88.6510849	2018-08-30	08:06:00	obsr546395	S49503019	Traveling	P22	EBIRD_CAMERICA	6	6.437		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1091150545	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Sendero Centro De Visitantes, Agua Tibia. Departamento de Lempira, HN (14,564, -88,629)	L7929022	P	14.5644345	-88.6289972	2018-09-15	06:02:00	obsr728810	S83079239	Traveling	P22	EBIRD	405	6.270		5	1	G3483369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS657419067	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Sendero Centro De Visitantes, Agua Tibia. Departamento de Lempira, HN (14,564, -88,629)	L7929022	P	14.5644345	-88.6289972	2018-09-15	06:02:00	obsr605344	S48527020	Traveling	P22	EBIRD	405	6.270		5	1	G3483369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS704915830	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Sendero Centro De Visitantes, Agua Tibia. Departamento de Lempira, HN (14,564, -88,629)	L7929022	P	14.5644345	-88.6289972	2018-09-15	06:02:00	obsr854053	S52221390	Traveling	P22	EBIRD	405	6.270		5	1	G3483369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS670909184	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Sendero Centro De Visitantes, Agua Tibia. Departamento de Lempira, HN (14,564, -88,629)	L7929022	P	14.5644345	-88.6289972	2018-09-15	06:02:00	obsr546395	S49503226	Traveling	P22	EBIRD	405	6.270		5	1	G3483369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS661197055	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				2					Honduras	HN	Lempira	HN-LE							Sendero Centro De Visitantes, Agua Tibia. Departamento de Lempira, HN (14,564, -88,629)	L7929022	P	14.5644345	-88.6289972	2018-09-15	06:02:00	obsr546389	S48797848	Traveling	P22	EBIRD	405	6.270		5	1	G3483369	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS669935840	2018-10-24 17:55:40	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							Ruta El Hato, Tierra Blanca	L7810578	P	14.5871121	-88.5684618	2018-10-24	08:31:00	obsr605331	S49419393	Traveling	P22	EBIRD	100	4.000		2	1	G3538806	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS671450403	2018-10-29 12:26:49	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							Ruta El Hato, Tierra Blanca	L7810578	P	14.5871121	-88.5684618	2018-10-24	08:31:00	obsr1148894	S49540368	Traveling	P22	EBIRD	100	4.000		2	1	G3538806	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS669942907	2018-10-24 17:55:40	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							Ruta El Hato, Tierra Blanca	L7810578	P	14.5871121	-88.5684618	2018-10-24	08:31:00	obsr753900	S49423525	Traveling	P22	EBIRD	100	4.000		2	1	G3538806	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672047967	2018-10-31 18:51:16	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2018-10-31	07:57:00	obsr605331	S49583756	Traveling	P22	EBIRD	200	9.000		2	1	G3554272	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS669673327	2018-10-23 16:37:56	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-10-23	14:36:00	obsr605331	S49403869	Stationary	P21	EBIRD	1			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS672083454	2018-10-31 17:46:36	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Arriba del Centro Visitante (1400-1800 m)	L3494163	H	14.5624215	-88.6485529	2018-10-31	07:57:00	obsr753900	S49586638	Traveling	P22	EBIRD	200	9.000		2	1	G3554272	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS683015740	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-11-04	06:16:00	obsr985446	S50443239	Traveling	P22	EBIRD	199	5.440		6	1	G3562968	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS680526441	2018-11-26 18:46:27	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							Entrada, PN Celaque (Casa de Beaks and Peaks)	L8189603	P	14.5651620	-88.6344707	2018-11-25	05:30:00	obsr429742	S50244178	Traveling	P22	EBIRD	150	0.322		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS678160714	2021-08-05 16:39:17.200907	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-11-04	06:16:00	obsr1148894	S50057321	Traveling	P22	EBIRD	199	5.440		6	1	G3562968	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673642104	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-11-04	06:16:00	obsr548297	S49698145	Traveling	P22	EBIRD	199	5.440		6	1	G3562968	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS673408544	2021-08-05 00:47:29.526253	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-11-04	06:16:00	obsr398519	S49681796	Traveling	P22	EBIRD	199	5.440		6	1	G3562968	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1506158949	2022-08-27 12:24:39.681413	33518	species	avibase-8A35BFD6	Golden-cheeked Warbler	Setophaga chrysoparia				1					Honduras	HN	Lempira	HN-LE							PN Montaña de Celaque--Tranca a Centro Visitantes (1200-1400 m) [Zona de amortiguamiento]	L3494159	H	14.5647060	-88.6364722	2018-11-04	06:16:00	obsr654418	S117644888	Traveling	P22	EBIRD	199	5.440		6	1	G3562968	0	1	0				
